Campaign,Browser,Device Type,Operating System,Supply Vendor,User Hour Of Week,Partner Cost (USD),01 - Total Click + View Conversions
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,pubmatic,95,1.090375052,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,pubmatic,103,1.107100241,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,pubmatic,104,1.27694618,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,pubmatic,167,1.237526817,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,0,1.472063917,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,9,1.10854371,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,10,1.245821231,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,11,1.246977254,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,12,1.114163169,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,13,1.224994402,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,14,1.223948081,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,15,1.285424653,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,16,1.191794797,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,17,1.335676558,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,18,1.407210381,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,19,1.318676202,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,20,1.490301524,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,21,1.931145802,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,22,2.036963224,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,23,2.043780514,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,24,1.228989228,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,32,1.099214058,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,34,1.169333229,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,35,1.249041262,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,36,1.284945502,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,37,1.316650192,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,38,1.225150116,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,39,1.421742585,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,40,1.4988071,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,41,1.738746371,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,42,1.688130009,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,43,1.774380075,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,44,1.824263856,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,45,2.346669301,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,46,2.481627259,10
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,47,2.05696111,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,48,1.137592932,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,55,1.099422275,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,56,1.179284125,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,58,1.011896376,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,59,1.094652474,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,60,1.191485518,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,61,1.264422326,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,62,1.330993179,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,63,1.237467878,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,64,1.340548337,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,65,1.508136784,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,66,1.816728093,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,67,1.759352547,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,68,1.924629182,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,69,2.114444322,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,70,2.340467831,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,71,2.246915039,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,72,1.121594494,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,79,1.025361102,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,80,1.222570359,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,81,1.132366833,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,82,1.19913433,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,83,1.129194838,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,84,1.194380381,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,85,1.35733016,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,86,1.32957535,9
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,87,1.280368404,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,88,1.346450262,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,89,1.588036931,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,90,1.890284238,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,91,2.24220664,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,92,2.142024827,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,93,2.580258931,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,94,2.796496596,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,95,2.444495379,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,96,1.21162296,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,103,1.408599673,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,104,1.632739702,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,105,1.430247981,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,106,1.405555587,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,107,1.381201431,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,108,1.327449029,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,109,1.23645298,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,110,1.133060293,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,111,1.209004463,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,112,1.220535364,12
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,113,1.285825684,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,114,1.574376997,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,115,1.648438923,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,116,1.643013602,9
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,117,1.527606285,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,118,1.655775844,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,119,1.448486251,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,128,1.111516729,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,137,1.186561989,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,138,1.21126317,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,139,1.311617434,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,140,1.366706639,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,141,1.538909185,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,142,1.615965986,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,143,1.577965859,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,144,1.056228534,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,152,1.104778382,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,153,1.174998873,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,154,1.323499571,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,155,1.37757959,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,156,1.372009171,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,157,1.274189205,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,158,1.398091257,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,159,1.432113224,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,160,1.435264124,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,161,1.459466947,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,162,1.39929549,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,163,1.545713443,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,164,1.482483403,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,165,1.776048784,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,166,2.214127206,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,rubicon,167,2.128991836,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,sovrn,22,1.118879491,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,sovrn,45,1.101304441,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,sovrn,46,1.264791899,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,sovrn,47,1.006581973,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,sovrn,69,1.045143346,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,sovrn,70,1.121293486,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,sovrn,93,1.06619531,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,sovrn,94,1.071651593,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,0,1.362606603,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,9,1.370186019,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,10,1.422570454,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,11,1.589994308,9
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,12,1.267043544,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,13,1.316133101,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,14,1.387217992,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,15,1.426674923,13
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,16,1.264816594,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,17,1.470142682,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,18,1.344732604,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,19,1.484380237,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,20,1.495954644,10
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,21,1.719181549,8
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,22,2.275777423,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,23,2.027300151,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,24,1.362336498,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,32,1.044704559,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,33,1.062343592,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,34,1.082686909,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,35,1.181691055,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,36,1.306764202,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,37,1.300652701,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,38,1.262090412,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,39,1.256997256,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,40,1.354227514,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,41,1.440133059,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,42,1.592916848,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,43,1.641731936,7
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,44,1.644675401,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,45,2.101022393,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,46,2.290742008,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,47,2.078668205,12
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,48,1.033010729,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,57,1.115975597,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,58,1.018655603,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,59,1.005668857,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,60,1.028650904,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,61,1.128584563,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,62,1.103083083,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,63,1.065055995,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,64,1.041277037,4
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,65,1.342396655,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,66,1.59774791,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,67,1.548675671,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,68,1.507569528,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,69,1.819424988,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,70,1.976420889,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,71,1.845744154,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,72,1.034304025,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,80,1.105566797,5
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,81,1.058258663,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,83,1.061144444,3
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,84,1.124842641,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,85,1.057388326,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,86,1.105454751,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,87,1.038598159,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,88,1.156390612,2
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,89,1.319876164,6
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,90,1.351832849,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,91,1.509500423,0
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,92,1.474084493,1
XHK19-0397_Triumph Singapore Q4 2019 Campaign on Xaxis Audience_Anniversary_01119162,Chrome,Mobile,Other,triplelift,93,1.975310706,1
